"X","Occupancy","DmgFnId","Source","Description","depth","damage","depth_m","Floors","Basement","salt_water","duration","foundation","fema_zone"
1010,"IND3","426","USACE - Galveston","meat packing, contents (inventory)",21,1,6.4008,NA,0,NA,NA,NA,NA
1011,"IND4","588","USACE - Galveston","refinery-lead, structure",21,0.65,6.4008,NA,0,NA,NA,NA,NA
1012,"IND4","440","USACE - Galveston","sheet metal, contents (equipment)",21,0.4,6.4008,NA,0,NA,NA,NA,NA
1013,"IND4","439","USACE - Galveston","sand & gravel, contents (inventory)",21,0.6,6.4008,NA,0,NA,NA,NA,NA
1014,"IND4","441","USACE - Galveston","sheet metal, contents (inventory)",21,1,6.4008,NA,0,NA,NA,NA,NA
1015,"IND4","587","USACE - Galveston","foundry, structure",21,0.8,6.4008,NA,0,NA,NA,NA,NA
1016,"IND4","589","USACE - Galveston","sand & gravel, structure",21,0.15,6.4008,NA,0,NA,NA,NA,NA
1017,"IND4","590","USACE - Galveston","sheet metal, structure",21,0.4,6.4008,NA,0,NA,NA,NA,NA
1018,"IND4","110","USACE - Galveston","sheet metal, inventory",21,1,6.4008,NA,0,NA,NA,NA,NA
1019,"IND4","437","USACE - Galveston","lead refinery, contents (inventory)",21,0.9,6.4008,NA,0,NA,NA,NA,NA
1020,"IND4","109","USACE - Galveston","sand & gravel, inventory",21,0.6,6.4008,NA,0,NA,NA,NA,NA
1021,"IND4","438","USACE - Galveston","sand & gravel, contents (equipment)",21,0.15,6.4008,NA,0,NA,NA,NA,NA
1022,"IND4","436","USACE - Galveston","lead refinery, contents (equipment)",21,0.8,6.4008,NA,0,NA,NA,NA,NA
1023,"IND4","108","USACE - Galveston","lead refinery, inventory",21,0.9,6.4008,NA,0,NA,NA,NA,NA
1024,"IND4","106","USACE - Galveston","average metals/minerals processing, inventory",21,0.75,6.4008,NA,0,NA,NA,NA,NA
1025,"IND4","433","USACE - Galveston","average metals/minerals processing, contents",21,0.65,6.4008,NA,0,NA,NA,NA,NA
1026,"IND4","434","USACE - Galveston","foundry, contents (equipment)",21,0.82,6.4008,NA,0,NA,NA,NA,NA
1027,"IND4","435","USACE - Galveston","foundry, contents (inventory)",21,0.5,6.4008,NA,0,NA,NA,NA,NA
1028,"IND4","107","USACE - Galveston","foundry, inventory",21,0.5,6.4008,NA,0,NA,NA,NA,NA
1029,"IND4","586","USACE - Galveston","average metals/minerals processing, structure",21,0.5,6.4008,NA,0,NA,NA,NA,NA
1030,"IND5","442","USACE - Galveston","average high technology, contents (equipment/inventory)",21,0.88,6.4008,NA,0,NA,NA,NA,NA
1031,"IND5","111","USACE - Galveston","average high technology, inventory",21,0.97,6.4008,NA,0,NA,NA,NA,NA
1032,"IND5","591","USACE - Galveston","average high technology, structure",21,0.44,6.4008,NA,0,NA,NA,NA,NA
1033,"IND6","454","USACE - New Orleans","carpeting service, contents, salt water, long duration",21,0.97,6.4008,NA,0,"salt","long",NA,NA
1034,"IND6","595","USACE - Galveston","contractor roofing, structure",21,0.43,6.4008,NA,0,NA,NA,NA,NA
1035,"IND6","596","USACE - Galveston","contractor-electric, structure",21,0.6,6.4008,NA,0,NA,NA,NA,NA
1036,"IND6","444","USACE - Galveston","carpet tile flooring, contents (equipment)",21,1,6.4008,NA,0,NA,NA,NA,NA
1037,"IND6","597","USACE - Galveston","pier drilling co, structure",21,0.6,6.4008,NA,0,NA,NA,"pier",NA
1038,"IND6","594","USACE - Galveston","construction co, structure",21,1,6.4008,NA,0,NA,NA,NA,NA
1039,"IND6","443","USACE - Galveston","average construction, contents (equipment/inventory)",21,0.83,6.4008,NA,0,NA,NA,NA,NA
1040,"IND6","452","USACE - Galveston","sandblasting co, contents (equipment)",21,0.9,6.4008,NA,0,NA,NA,NA,NA
1041,"IND6","453","USACE - Galveston","water well service, contents (equipment)",21,0.5,6.4008,NA,0,NA,NA,NA,NA
1042,"IND6","592","USACE - Galveston","average construction, structure",21,0.75,6.4008,NA,0,NA,NA,NA,NA
1043,"IND6","593","USACE - Galveston","carpet tile flooring, structure",21,0.84,6.4008,NA,0,NA,NA,NA,NA
1044,"IND6","605","USACE - New Orleans","carpeting service, structure, composite water & duration",21,0.96,6.4008,NA,0,NA,NA,NA,NA
1045,"IND6","606","USACE - New Orleans","heating & air conditioning service, structure, salt water,",21,0.8,6.4008,NA,0,"salt",NA,NA,NA
1046,"IND6","445","USACE - Galveston","carpet tile flooring, contents (inventory)",21,1,6.4008,NA,0,NA,NA,NA,NA
1047,"IND6","446","USACE - Galveston","contractor roofing, contents (equipment)",21,0.54,6.4008,NA,0,NA,NA,NA,NA
1048,"IND6","447","USACE - Galveston","contractor roofing, contents (inventory)",21,1,6.4008,NA,0,NA,NA,NA,NA
1049,"IND6","448","USACE - Galveston","contractor-electric, contents (equipment)",21,0.8,6.4008,NA,0,NA,NA,NA,NA
1050,"IND6","449","USACE - Galveston","pier drilling co, contents (equipment)",21,0.57,6.4008,NA,0,NA,NA,"pier",NA
1051,"IND6","450","USACE - Galveston","plumbing co, contents (equipment)",21,1,6.4008,NA,0,NA,NA,NA,NA
1052,"IND6","451","USACE - Galveston","plumbing co, contents (inventory)",21,1,6.4008,NA,0,NA,NA,NA,NA
1053,"IND6","601","USACE - New Orleans","carpeting service, structure, salt water, long duration",21,0.8,6.4008,NA,0,"salt","long",NA,NA
1054,"IND6","602","USACE - New Orleans","carpeting service, structure, salt water, short duration",21,0.76,6.4008,NA,0,"salt","short",NA,NA
1055,"IND6","603","USACE - New Orleans","carpeting service, structure, fresh water, long duration",21,0.73,6.4008,NA,0,"fresh","long",NA,NA
1056,"IND6","604","USACE - New Orleans","carpeting service, structure, fresh water, short duration",21,0.73,6.4008,NA,0,"fresh","short",NA,NA
1057,"IND6","609","USACE - New Orleans","heating & air conditioning service, structure, fresh water,",21,0.73,6.4008,NA,0,"fresh",NA,NA,NA
1058,"IND6","610","USACE - New Orleans","heating & air conditioning service, structure, composite",21,0.96,6.4008,NA,0,NA,NA,NA,NA
1059,"IND6","607","USACE - New Orleans","heating & air conditioning service, structure, salt water,",21,0.76,6.4008,NA,0,"salt",NA,NA,NA
1060,"IND6","608","USACE - New Orleans","heating & air conditioning service, structure, fresh water,",21,0.73,6.4008,NA,0,"fresh",NA,NA,NA
1061,"IND6","600","USACE - Galveston","water well service, structure",21,0.6,6.4008,NA,0,NA,NA,NA,NA
1062,"IND6","112","USACE - Galveston","average construction, inventory",21,1,6.4008,NA,0,NA,NA,NA,NA
1063,"IND6","598","USACE - Galveston","plumbing co, structure",21,0.91,6.4008,NA,0,NA,NA,NA,NA
1064,"IND6","599","USACE - Galveston","sandblasting co, structure",21,1,6.4008,NA,0,NA,NA,NA,NA
1065,"IND6","115","USACE - Galveston","plumbing co, inventory",21,1,6.4008,NA,0,NA,NA,NA,NA
1066,"IND6","456","USACE - New Orleans","heating & air conditioning service, contents, salt water,",21,0.97,6.4008,NA,0,"salt",NA,NA,NA
1067,"IND6","113","USACE - Galveston","carpet tile flooring, inventory",21,1,6.4008,NA,0,NA,NA,NA,NA
1068,"IND6","114","USACE - Galveston","roofing contractor, inventory",21,1,6.4008,NA,0,NA,NA,NA,NA
1069,"IND6","455","USACE - New Orleans","carpeting service, contents, fresh water, short duration",21,0.72,6.4008,NA,0,"fresh","short",NA,NA
1070,"IND6","615","USACE - New Orleans","plumbing services, structure, composite water & duration",21,0.96,6.4008,NA,0,NA,NA,NA,NA
1071,"IND6","457","USACE - New Orleans","heating & air conditioning service, contents, fresh water,",21,0.72,6.4008,NA,0,"fresh",NA,NA,NA
1072,"IND6","611","USACE - New Orleans","plumbing services, structure, salt water, long duration",21,0.8,6.4008,NA,0,"salt","long",NA,NA
1073,"IND6","459","USACE - New Orleans","plumbing services, contents, fresh water, short duration",21,0.72,6.4008,NA,0,"fresh","short",NA,NA
1074,"IND6","612","USACE - New Orleans","plumbing services, structure, salt water, short duration",21,0.76,6.4008,NA,0,"salt","short",NA,NA
1075,"IND6","613","USACE - New Orleans","plumbing services, structure, fresh water, long duration",21,0.73,6.4008,NA,0,"fresh","long",NA,NA
1076,"IND6","614","USACE - New Orleans","plumbing services, structure, fresh water, short duration",21,0.73,6.4008,NA,0,"fresh","short",NA,NA
1077,"IND6","458","USACE - New Orleans","plumbing services, contents, salt water, long duration",21,0.97,6.4008,NA,0,"salt","long",NA,NA
1078,"AGR1","466","USACE - New Orleans","veterinary office, contents, fresh water, short duration",21,0.99,6.4008,NA,0,"fresh","short",NA,NA
1079,"AGR1","465","USACE - New Orleans","veterinary office, contents, salt water, long duration",21,1,6.4008,NA,0,"salt","long",NA,NA
1080,"AGR1","616","USACE - Galveston","average agriculture, structure",21,0.92,6.4008,NA,0,NA,NA,NA,NA
1081,"AGR1","617","USACE - Galveston","horse stalls, structure",21,1,6.4008,NA,0,NA,NA,NA,NA
1082,"AGR1","460","USACE - Galveston","average agriculture, contents (equipment/inventory)",21,0.79,6.4008,NA,0,NA,NA,NA,NA
1083,"AGR1","464","USACE - Galveston","veterinary clinic, contents (equipment)",21,1,6.4008,NA,0,NA,NA,NA,NA
1084,"AGR1","620","USACE - New Orleans","veterinary office, structure, salt water, short duration",21,1,6.4008,NA,0,"salt","short",NA,NA
1085,"AGR1","116","USACE - Galveston","agriculture/dairy processing, inventory",21,1,6.4008,NA,0,NA,NA,NA,NA
1086,"AGR1","618","USACE - Galveston","veterinary clinic, structure",21,0.83,6.4008,NA,0,NA,NA,NA,NA
1087,"AGR1","619","USACE - New Orleans","veterinary office, structure, salt water, long duration",21,1,6.4008,NA,0,"salt","long",NA,NA
1088,"AGR1","461","USACE - Galveston","dairy processing, contents (equipment)",21,0.8,6.4008,NA,0,NA,NA,NA,NA
1089,"AGR1","623","USACE - New Orleans","veterinary office, structure, composite water & duration",21,1,6.4008,NA,0,NA,NA,NA,NA
1090,"AGR1","463","USACE - Galveston","horse stalls, contents (equipment)",21,0.36,6.4008,NA,0,NA,NA,NA,NA
1091,"AGR1","462","USACE - Galveston","dairy processing, contents (inventory)",21,1,6.4008,NA,0,NA,NA,NA,NA
1092,"AGR1","622","USACE - New Orleans","veterinary office, structure, fresh water, short duration",21,0.92,6.4008,NA,0,"fresh","short",NA,NA
1093,"AGR1","621","USACE - New Orleans","veterinary office, structure, fresh water, long duration",21,0.92,6.4008,NA,0,"fresh","long",NA,NA
1094,"REL1","630","USACE - Wilmington","church, structure",21,1,6.4008,NA,0,NA,NA,NA,NA
1095,"REL1","625","USACE - New Orleans","civic association, structure, salt water, long duration",21,1,6.4008,NA,0,"salt","long",NA,NA
1096,"REL1","468","USACE - Galveston","church, contents (equipment)",21,1,6.4008,NA,0,NA,NA,NA,NA
1097,"REL1","629","USACE - New Orleans","civic association, structure, composite water & duration",21,1,6.4008,NA,0,NA,NA,NA,NA
1098,"REL1","624","USACE - Galveston","church, structure",21,0.78,6.4008,NA,0,NA,NA,NA,NA
1099,"REL1","467","USACE - Galveston","church, contents",21,1,6.4008,NA,0,NA,NA,NA,NA
1100,"REL1","626","USACE - New Orleans","civic association, structure, salt water, short duration",21,1,6.4008,NA,0,"salt","short",NA,NA
1101,"REL1","627","USACE - New Orleans","civic association, structure, fresh water, long duration",21,1,6.4008,NA,0,"fresh","long",NA,NA
1102,"REL1","471","USACE - New Orleans","civic association, contents, fresh water, short duration",21,1,6.4008,NA,0,"fresh","short",NA,NA
1103,"REL1","469","USACE - Galveston","church, contents (inventory)",21,1,6.4008,NA,0,NA,NA,NA,NA
1104,"REL1","628","USACE - New Orleans","civic association, structure, fresh water, short duration",21,1,6.4008,NA,0,"fresh","short",NA,NA
1105,"REL1","470","USACE - New Orleans","civic association, contents, salt water, long duration",21,1,6.4008,NA,0,"salt","long",NA,NA
1106,"GOV1","475","USACE - New Orleans","government facility, contents, salt water, long duration",21,1,6.4008,NA,0,"salt","long",NA,NA
1107,"GOV1","474","USACE - Galveston","post office, contents (equipment)",21,1,6.4008,NA,0,NA,NA,NA,NA
1108,"GOV1","639","USACE - Wilmington","post office, structure",21,0.31,6.4008,NA,0,NA,NA,NA,NA
1109,"GOV1","632","USACE - Galveston","city hall, structure",21,0.84,6.4008,NA,0,NA,NA,NA,NA
1110,"GOV1","639","USACE - Wilmington","post office, structure",21,0.31,6.4008,NA,0,NA,NA,NA,NA
1111,"GOV1","473","USACE - Galveston","city hall, contents (equipment)",21,1,6.4008,NA,0,NA,NA,NA,NA
1112,"GOV1","476","USACE - New Orleans","government facility, contents, fresh water, short duration",21,1,6.4008,NA,0,"fresh","short",NA,NA
1113,"GOV1","635","USACE - New Orleans","government facility, structure, salt water, short duration",21,1,6.4008,NA,0,"salt","short",NA,NA
1114,"GOV1","636","USACE - New Orleans","government facility, structure, fresh water, long duration",21,1,6.4008,NA,0,"fresh","long",NA,NA
1115,"GOV1","631","USACE - Galveston","average government services, structure",21,0.87,6.4008,NA,0,NA,NA,NA,NA
1116,"GOV1","633","USACE - Galveston","post office, structure",21,0.9,6.4008,NA,0,NA,NA,NA,NA
1117,"GOV1","638","USACE - New Orleans","government facility, structure, composite water & duration",21,1,6.4008,NA,0,NA,NA,NA,NA
1118,"GOV1","475","USACE - New Orleans","government facility, contents, salt water, long duration",21,1,6.4008,NA,0,"salt","long",NA,NA
1119,"GOV1","476","USACE - New Orleans","government facility, contents, fresh water, short duration",21,1,6.4008,NA,0,"fresh","short",NA,NA
1120,"GOV1","634","USACE - New Orleans","structure, salt water, long duration",21,1,6.4008,NA,0,"salt","long",NA,NA
1121,"GOV1","635","USACE - New Orleans","structure, salt water, short duration",21,1,6.4008,NA,0,"salt","short",NA,NA
1122,"GOV1","636","USACE - New Orleans","structure, fresh water, long duration",21,1,6.4008,NA,0,"fresh","long",NA,NA
1123,"GOV1","637","USACE - New Orleans","structure, fresh water, short duration",21,1,6.4008,NA,0,"fresh","short",NA,NA
1124,"GOV1","638","USACE - New Orleans","structure, composite water & duration",21,1,6.4008,NA,0,NA,NA,NA,NA
1125,"GOV1","472","USACE - Galveston","contents (equipment)",21,1,6.4008,NA,0,NA,NA,NA,NA
1126,"GOV1","634","USACE - New Orleans","government facility, structure, salt water, long duration",21,1,6.4008,NA,0,"salt","long",NA,NA
1127,"GOV1","472","USACE - Galveston","average govt services, contents (equipment)",21,1,6.4008,NA,0,NA,NA,NA,NA
1128,"GOV1","473","USACE - Galveston","city hall, contents (equipment)",21,1,6.4008,NA,0,NA,NA,NA,NA
1129,"GOV1","637","USACE - New Orleans","government facility, structure, fresh water, short duration",21,1,6.4008,NA,0,"fresh","short",NA,NA
1130,"GOV1","474","USACE - Galveston","post office, contents (equipment)",21,1,6.4008,NA,0,NA,NA,NA,NA
1131,"GOV1","633","USACE - Galveston","post office, structure",21,0.9,6.4008,NA,0,NA,NA,NA,NA
1132,"GOV1","631","USACE - Galveston","structure",21,0.87,6.4008,NA,0,NA,NA,NA,NA
1133,"GOV1","632","USACE - Galveston","city hall, structure",21,0.84,6.4008,NA,0,NA,NA,NA,NA
1134,"GOV2","478","USACE - Galveston","fire station, contents (inventory)",21,1,6.4008,NA,0,NA,NA,NA,NA
1135,"GOV2","477","USACE - Galveston","contents (equipment/inventory)",21,1,6.4008,NA,0,NA,NA,NA,NA
1136,"GOV2","477","USACE - Galveston","average emergency response, contents (equipment/inventory)",21,1,6.4008,NA,0,NA,NA,NA,NA
1137,"GOV2","478","USACE - Galveston","fire station, contents (inventory)",21,1,6.4008,NA,0,NA,NA,NA,NA
1138,"GOV2","640","USACE - Galveston","structure",21,0.76,6.4008,NA,0,NA,NA,NA,NA
1139,"GOV2","641","USACE - Galveston","fire station, structure",21,0.66,6.4008,NA,0,NA,NA,NA,NA
1140,"GOV2","642","USACE - Galveston","police station, structure",21,0.86,6.4008,NA,0,NA,NA,NA,NA
1141,"GOV2","640","USACE - Galveston","average emergency response, structure",21,0.76,6.4008,NA,0,NA,NA,NA,NA
1142,"GOV2","641","USACE - Galveston","fire station, structure",21,0.66,6.4008,NA,0,NA,NA,NA,NA
1143,"GOV2","479","USACE - Galveston","police station, contents (equipment)",21,1,6.4008,NA,0,NA,NA,NA,NA
1144,"GOV2","642","USACE - Galveston","police station, structure",21,0.86,6.4008,NA,0,NA,NA,NA,NA
1145,"GOV2","479","USACE - Galveston","police station, contents (equipment)",21,1,6.4008,NA,0,NA,NA,NA,NA
1146,"EDU1","480","USACE - Galveston","contents (equipment/inventory)",21,1,6.4008,NA,0,NA,NA,NA,NA
1147,"EDU1","643","USACE - Galveston","structure",21,0.79,6.4008,NA,0,NA,NA,NA,NA
1148,"EDU1","644","USACE - Galveston","commercial school, structure",21,0.79,6.4008,NA,0,NA,NA,NA,NA
1149,"EDU1","649","USACE - New Orleans","structure, fresh water, long duration",21,1,6.4008,NA,0,"fresh","long",NA,NA
1150,"EDU1","650","USACE - New Orleans","structure, fresh water, short duration",21,1,6.4008,NA,0,"fresh","short",NA,NA
1151,"EDU1","651","USACE - New Orleans","structure, composite water & duration",21,1,6.4008,NA,0,NA,NA,NA,NA
1152,"EDU1","646","USACE - Wilmington","school, structure",21,1,6.4008,NA,0,NA,NA,NA,NA
1153,"EDU1","647","USACE - New Orleans","elementary school, structure, salt water, long duration",21,1,6.4008,NA,0,"salt","long",NA,NA
1154,"EDU1","648","USACE - New Orleans","elementary school, structure, salt water, short duration",21,1,6.4008,NA,0,"salt","short",NA,NA
1155,"EDU1","649","USACE - New Orleans","elementary school, structure, fresh water, long duration",21,1,6.4008,NA,0,"fresh","long",NA,NA
1156,"EDU1","650","USACE - New Orleans","elementary school, structure, fresh water, short duration",21,1,6.4008,NA,0,"fresh","short",NA,NA
1157,"EDU1","651","USACE - New Orleans","elementary school, structure, composite water & duration",21,1,6.4008,NA,0,NA,NA,NA,NA
1158,"EDU1","481","USACE - Galveston","commercial school, contents (equipment)",21,1,6.4008,NA,0,NA,NA,NA,NA
1159,"EDU1","482","USACE - Galveston","library, contents (inventory)",21,1,6.4008,NA,0,NA,NA,NA,NA
1160,"EDU1","483","USACE - New Orleans","elementary school, contents, salt water, long duration",21,1,6.4008,NA,0,"salt","long",NA,NA
1161,"EDU1","484","USACE - New Orleans","elementary school, contents, fresh water, short duration",21,1,6.4008,NA,0,"fresh","short",NA,NA
1162,"EDU1","643","USACE - Galveston","average school, structure",21,0.79,6.4008,NA,0,NA,NA,NA,NA
1163,"EDU1","644","USACE - Galveston","commercial school, structure",21,0.79,6.4008,NA,0,NA,NA,NA,NA
1164,"EDU1","645","USACE - Galveston","library, structure",21,0.79,6.4008,NA,0,NA,NA,NA,NA
1165,"EDU1","481","USACE - Galveston","commercial school, contents (equipment)",21,1,6.4008,NA,0,NA,NA,NA,NA
1166,"EDU1","482","USACE - Galveston","library, contents (inventory)",21,1,6.4008,NA,0,NA,NA,NA,NA
1167,"EDU1","483","USACE - New Orleans","elementary school, contents, salt water, long duration",21,1,6.4008,NA,0,"salt","long",NA,NA
1168,"EDU1","484","USACE - New Orleans","elementary school, contents, fresh water, short duration",21,1,6.4008,NA,0,"fresh","short",NA,NA
1169,"EDU1","646","USACE - Wilmington","structure",21,1,6.4008,NA,0,NA,NA,NA,NA
1170,"EDU1","647","USACE - New Orleans","structure, salt water, long duration",21,1,6.4008,NA,0,"salt","long",NA,NA
1171,"EDU1","648","USACE - New Orleans","structure, salt water, short duration",21,1,6.4008,NA,0,"salt","short",NA,NA
1172,"EDU1","645","USACE - Galveston","library, structure",21,0.79,6.4008,NA,0,NA,NA,NA,NA
1173,"EDU1","480","USACE - Galveston","average school, contents (equipment/inventory)",21,1,6.4008,NA,0,NA,NA,NA,NA
1174,"EDU2","485","USACE - Galveston","average college/university, contents (equipment/inventory)",21,1,6.4008,NA,0,NA,NA,NA,NA
1175,"EDU2","487","USACE - New Orleans","college, contents, fresh water, short duration",21,1,6.4008,NA,0,"fresh","short",NA,NA
1176,"EDU2","485","USACE - Galveston","contents (equipment/inventory)",21,1,6.4008,NA,0,NA,NA,NA,NA
1177,"EDU2","486","USACE - New Orleans","contents, salt water, long duration",21,1,6.4008,NA,0,"salt","long",NA,NA
1178,"EDU2","486","USACE - New Orleans","college, contents, salt water, long duration",21,1,6.4008,NA,0,"salt","long",NA,NA
1179,"EDU2","652","USACE - Galveston","structure",21,0.79,6.4008,NA,0,NA,NA,NA,NA
1180,"EDU2","653","USACE - New Orleans","structure, salt water, long duration",21,1,6.4008,NA,0,"salt","long",NA,NA
1181,"EDU2","654","USACE - New Orleans","structure, salt water, short duration",21,1,6.4008,NA,0,"salt","short",NA,NA
1182,"EDU2","655","USACE - New Orleans","structure, fresh water, long duration",21,1,6.4008,NA,0,"fresh","long",NA,NA
1183,"EDU2","656","USACE - New Orleans","structure, fresh water, short duration",21,1,6.4008,NA,0,"fresh","short",NA,NA
1184,"EDU2","657","USACE - New Orleans","structure, composite water & duration",21,1,6.4008,NA,0,NA,NA,NA,NA
1185,"EDU2","652","USACE - Galveston","average college/university, structure",21,0.79,6.4008,NA,0,NA,NA,NA,NA
1186,"EDU2","653","USACE - New Orleans","college, structure, salt water, long duration",21,1,6.4008,NA,0,"salt","long",NA,NA
1187,"EDU2","654","USACE - New Orleans","college, structure, salt water, short duration",21,1,6.4008,NA,0,"salt","short",NA,NA
1188,"EDU2","655","USACE - New Orleans","college, structure, fresh water, long duration",21,1,6.4008,NA,0,"fresh","long",NA,NA
1189,"EDU2","656","USACE - New Orleans","college, structure, fresh water, short duration",21,1,6.4008,NA,0,"fresh","short",NA,NA
1190,"EDU2","657","USACE - New Orleans","college, structure, composite water & duration",21,1,6.4008,NA,0,NA,NA,NA,NA
1191,"EDU2","487","USACE - New Orleans","contents, fresh water, short duration",21,1,6.4008,NA,0,"fresh","short",NA,NA
1192,"PPPS","19","Hazus Dflt","small pumping plant below grade (<10 mgd)",21,NA,6.4008,NA,0,NA,NA,NA,NA
1193,"PPPL","20","Hazus Dflt","large pumping plant above grade (> 50mgd)",21,NA,6.4008,NA,0,NA,NA,NA,NA
1194,"PPPM","21","Hazus Dflt","medium pumping plant above grade (10 - 50 mgd)",21,NA,6.4008,NA,0,NA,NA,NA,NA
1195,"PPPS","22","Hazus Dflt","small pumping plant above grade (<10 mgd)",21,NA,6.4008,NA,0,NA,NA,NA,NA
1196,"PCVS","23","Hazus Dflt","control vaults and control stations",21,NA,6.4008,NA,0,NA,NA,NA,NA
1197,"PSTAS","24","Hazus Dflt","elevated tanks",21,NA,6.4008,NA,0,NA,NA,NA,NA
1198,"PSTBC","25","Hazus Dflt","buried concrete tank",21,NA,6.4008,NA,0,NA,NA,NA,NA
1199,"PSTGC","26","Hazus Dflt","at grade concrete tank",21,NA,6.4008,NA,0,NA,NA,NA,NA
1200,"PSTGS","27","Hazus Dflt","at grade steel tank",21,NA,6.4008,NA,0,NA,NA,NA,NA
1201,"PSTGW","28","Hazus Dflt","at grade wood tank",21,NA,6.4008,NA,0,NA,NA,NA,NA
1202,"PWE","29","Hazus Dflt","wells",21,NA,6.4008,NA,0,NA,NA,NA,NA
1203,"WLSL","30","Hazus Dflt","large lift station dry well (>50 mgd)",21,NA,6.4008,NA,0,NA,NA,NA,NA
1204,"WLSL","31","Hazus Dflt","large lift station wet well (>50 mgd)",21,NA,6.4008,NA,0,NA,NA,NA,NA
1205,"WLSL","32","Hazus Dflt","large lift station submersible (>50 mgd)",21,NA,6.4008,NA,0,NA,NA,NA,NA
1206,"WLSM","33","Hazus Dflt","medium lift station dry well (10 - 50 mgd)",21,NA,6.4008,NA,0,NA,NA,NA,NA
1207,"WLSM","34","Hazus Dflt","medium lift station wet well (10 - 50 mgd)",21,NA,6.4008,NA,0,NA,NA,NA,NA
1208,"WLSM","35","Hazus Dflt","medium lift station submersible (10 - 50 mgd)",21,NA,6.4008,NA,0,NA,NA,NA,NA
1209,"WLSS","36","Hazus Dflt","small lift station dry well (<10 mgd)",21,NA,6.4008,NA,0,NA,NA,NA,NA
1210,"WLSS","37","Hazus Dflt","small lift station wet well (<10 mgd)",21,NA,6.4008,NA,0,NA,NA,NA,NA
1211,"WLSS","38","Hazus Dflt","small lift station submersible (<10 mgd)",21,NA,6.4008,NA,0,NA,NA,NA,NA
1212,"WWTL","39","Hazus Dflt","large wastewater treatment plant (>200 mgd)",21,NA,6.4008,NA,0,NA,NA,NA,NA
1213,"WWTA","40","Hazus Dflt","wastewater treatment plants greater than average damage (all)",21,NA,6.4008,NA,0,NA,NA,NA,NA
1214,"WWTA","41","Hazus Dflt","wastewater treatment plants less than average damage (all)",21,NA,6.4008,NA,0,NA,NA,NA,NA
1215,"WWTM","42","Hazus Dflt","medium wastewater treatment plant (50 - 200 mgd)",21,NA,6.4008,NA,0,NA,NA,NA,NA
1216,"WWTS","43","Hazus Dflt","small wastewater treatment plant (<50 mgd)",21,NA,6.4008,NA,0,NA,NA,NA,NA
1217,"WWCV","44","Hazus Dflt","wastewater control vaults and control stations",21,NA,6.4008,NA,0,NA,NA,NA,NA
1218,"WDFLT","45","Hazus Dflt","default wastewater facility",21,NA,6.4008,NA,0,NA,NA,NA,NA
1219,"ODFLT","48","Hazus Dflt","default oil facility",21,NA,6.4008,NA,0,NA,NA,NA,NA
1220,"OPP","49","Hazus Dflt","oil pumping plant",21,NA,6.4008,NA,0,NA,NA,NA,NA
1221,"ORFL","50","Hazus Dflt","large oil refinery (>500,000 lb/day)",21,NA,6.4008,NA,0,NA,NA,NA,NA
1222,"ORFM","51","Hazus Dflt","medium oil refinery (100,000 - 500,000 lb/day)",21,NA,6.4008,NA,0,NA,NA,NA,NA
1223,"ORFS","52","Hazus Dflt","small oil refinery (< 100,000 lb/day)",21,NA,6.4008,NA,0,NA,NA,NA,NA
1224,"OTF","53","Hazus Dflt","oil tank farms",21,NA,6.4008,NA,0,NA,NA,NA,NA
1225,"OCV","54","Hazus Dflt","oil control vault and control stations",21,NA,6.4008,NA,0,NA,NA,NA,NA
1226,"NGC","57","Hazus Dflt","natural gas compressor stations",21,NA,6.4008,NA,0,NA,NA,NA,NA
1227,"NGCV","58","Hazus Dflt","natural gas control valves and control stations",21,NA,6.4008,NA,0,NA,NA,NA,NA
1228,"GDFLT","59","Hazus Dflt","natural gas default",21,NA,6.4008,NA,0,NA,NA,NA,NA
1229,"EDFLT","60","Hazus Dflt","electric power default",21,NA,6.4008,NA,0,NA,NA,NA,NA
1230,"EPPL","61","Hazus Dflt","electric power plant large (>500 mw)",21,NA,6.4008,NA,0,NA,NA,NA,NA
1231,"EPPM","62","Hazus Dflt","electric power plant large (100-500 mw)",21,NA,6.4008,NA,0,NA,NA,NA,NA
1232,"EPPS","63","Hazus Dflt","electric power plant small (<100 mw)",21,NA,6.4008,NA,0,NA,NA,NA,NA
1233,"ESSH","64","Hazus Dflt","substation - high voltage (500 kv)",21,NA,6.4008,NA,0,NA,NA,NA,NA
1234,"ESSM","65","Hazus Dflt","substation - medium voltage (230 kv)",21,NA,6.4008,NA,0,NA,NA,NA,NA
1235,"ESSL","66","Hazus Dflt","substation - low voltage (115 kv)",21,NA,6.4008,NA,0,NA,NA,NA,NA
1236,"AUTO","1","ABS Default","damage to car from inundation",21,NA,6.4008,NA,0,NA,NA,NA,NA
1237,"AUTO","2","ABS Default","damage to light truck from",21,NA,6.4008,NA,0,NA,NA,NA,NA
1238,"AUTO","3","ABS Default","damage to heavy truck from",21,NA,6.4008,NA,0,NA,NA,NA,NA
1239,"PWTO","11","Hazus Dflt","open treatment plant greater than average damage (all)",21,NA,6.4008,NA,0,NA,NA,NA,NA
1240,"PWTL","12","Hazus Dflt","large closed or pressure treatment plant (>200 mgd)",21,NA,6.4008,NA,0,NA,NA,NA,NA
1241,"PWTM","13","Hazus Dflt","medium closed or pressure treatment plant (50-200 mgd)",21,NA,6.4008,NA,0,NA,NA,NA,NA
